MoneyGram,MG,https://secure.moneygram.com/,,,,
Western Union,WU,https://www.westernunion.com,,,,
Ria,RIA,https://www.riamoneytransfer.com/,,,,
Xoom,XM,https://www.xoom.com,,,,
TransFast,TF,https://transfast.com/,,,,
TransferWise,TFW,https://transferwise.com,,,,
