GHA,Ghana,Sub-Saharan Africa,Lower middle income,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,200,18.11,500,14.81,,24/Jan/2011,USAGHA
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Banrural Corp.,Money Transfer Operator,Cash to cash,Less than one hour,200,3.87,500,1.47,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Casa de cambio Delgado,Money Transfer Operator,Cash to cash,Less than one hour,200,4.38,500,1.98,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Envios de Dinero G&T Continental,Bank,Cash to cash,Less than one hour,200,4.63,500,1.93,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Vigo,Money Transfer Operator,Cash to cash,Same day,200,4.63,500,2.23,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Vigo,Money Transfer Operator,Cash to account,Same day,200,5.63,500,2.63,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,MoneyGram,Money Transfer Operator,Cash to cash,Less than one hour,200,5.75,500,2.75,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,MoneyGram,Money Transfer Operator,Online service,3-5 days,200,5.75,500,2.75,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,La Nacional,Money Transfer Operator,Cash to cash,Same day,200,6.01,500,3.01,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Western Union,Money Transfer Operator,Cash to cash,Next day,200,6.08,500,4.13,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Wells Fargo,Bank,Account to cash,Same day,200,6.4,500,3.42,,25/Jan/2011,USAGTM
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Western Union,Money Transfer Operator,Cash to cash,Less than one hour,200,6.63,500,3.53,,25/Jan/2011,USAGTM
